shipment_id,ship_date,carrier,origin,destination,expected_delivery,actual_delivery,delay_days,delay_reason,otif,cost_impact_gbp
SHP-2118,27-06-2024,Kuehne+Nagel,Liverpool,Leeds RDC,28-06-2024,30-06-2024,2.7,Carrier Delay,0,833.3
SHP-2119,27-06-2024,Kuehne+Nagel,Liverpool,Manchester DC,28-06-2024,28-06-2024,0.6,Port Congestion,1,95.62
SHP-2120,27-06-2024,DHL Supply Chain,Liverpool,Birmingham NDC,30-06-2024,01-07-2024,1.6,Customs Hold,0,305.61
SHP-2121,27-06-2024,CEVA Logistics,Felixstowe,Birmingham NDC,28-06-2024,28-06-2024,0,On Time,1,0
SHP-2122,27-06-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,28-06-2024,29-06-2024,1.7,Weather Disruption,0,474.94
SHP-2123,27-06-2024,Kuehne+Nagel,Rotterdam,Manchester DC,29-06-2024,29-06-2024,0,On Time,1,0
SHP-2124,27-06-2024,Wincanton,Hamburg,Manchester DC,30-06-2024,01-07-2024,1.6,Vehicle Breakdown,0,390.16
SHP-2125,27-06-2024,CEVA Logistics,Hamburg,Leeds RDC,02-07-2024,02-07-2024,0,On Time,1,0
SHP-2126,28-06-2024,XPO Logistics,Hamburg,Manchester DC,03-07-2024,05-07-2024,2.5,Vehicle Breakdown,0,539.19
SHP-2127,28-06-2024,Wincanton,Felixstowe,Manchester DC,30-06-2024,30-06-2024,0,On Time,1,0
SHP-2128,28-06-2024,CEVA Logistics,Felixstowe,Doncaster DC,29-06-2024,29-06-2024,0,On Time,1,0
SHP-2129,28-06-2024,DHL Supply Chain,Felixstowe,Leeds RDC,01-07-2024,02-07-2024,1.3,Driver Shortage,0,326.35
SHP-2130,29-06-2024,XPO Logistics,Liverpool,Doncaster DC,04-07-2024,06-07-2024,2.3,Port Congestion,0,490.54
SHP-2131,29-06-2024,DHL Supply Chain,Felixstowe,Manchester DC,01-07-2024,01-07-2024,0.1,On Time,1,13.51
SHP-2132,30-06-2024,XPO Logistics,Hamburg,Leeds RDC,04-07-2024,04-07-2024,0.2,On Time,1,93.38
SHP-2133,30-06-2024,DHL Supply Chain,Liverpool,Leeds RDC,05-07-2024,05-07-2024,0,On Time,1,0
SHP-2134,30-06-2024,DHL Supply Chain,Felixstowe,Doncaster DC,03-07-2024,05-07-2024,2.4,Driver Shortage,0,307.32
SHP-2135,01-07-2024,Wincanton,Liverpool,Leeds RDC,02-07-2024,02-07-2024,0.5,On Time,1,81.34
SHP-2136,01-07-2024,XPO Logistics,Liverpool,Birmingham NDC,03-07-2024,04-07-2024,1.2,Vehicle Breakdown,0,392.12
SHP-2137,01-07-2024,DHL Supply Chain,Liverpool,Manchester DC,03-07-2024,03-07-2024,0.7,Driver Shortage,1,248.88
SHP-2138,01-07-2024,Wincanton,Hamburg,Leeds RDC,05-07-2024,05-07-2024,0.2,On Time,1,27.2
SHP-2139,01-07-2024,Wincanton,Hamburg,Birmingham NDC,06-07-2024,06-07-2024,0.5,On Time,1,237.34
SHP-2140,01-07-2024,Wincanton,Felixstowe,Manchester DC,05-07-2024,06-07-2024,1.9,Documentation Error,0,327.18
SHP-2141,01-07-2024,XPO Logistics,Liverpool,Manchester DC,04-07-2024,04-07-2024,0,On Time,1,0
SHP-2142,01-07-2024,DHL Supply Chain,Hamburg,Doncaster DC,05-07-2024,08-07-2024,3,Port Congestion,0,1092.83
SHP-2143,02-07-2024,Kuehne+Nagel,Liverpool,Birmingham NDC,03-07-2024,03-07-2024,0,On Time,1,0
SHP-2144,02-07-2024,Kuehne+Nagel,Hamburg,Leeds RDC,03-07-2024,03-07-2024,0,On Time,1,0
SHP-2145,02-07-2024,Kuehne+Nagel,Rotterdam,Doncaster DC,05-07-2024,06-07-2024,1.3,Carrier Delay,0,403.24
SHP-2146,02-07-2024,XPO Logistics,Hamburg,Manchester DC,04-07-2024,06-07-2024,2.2,Driver Shortage,0,366.68
SHP-2147,02-07-2024,CEVA Logistics,Southampton,Doncaster DC,03-07-2024,03-07-2024,0,On Time,1,0
SHP-2148,02-07-2024,DHL Supply Chain,Liverpool,Manchester DC,04-07-2024,04-07-2024,0,On Time,1,0
SHP-2149,02-07-2024,DHL Supply Chain,Liverpool,Leeds RDC,07-07-2024,07-07-2024,0.6,Driver Shortage,1,224.73
SHP-2150,02-07-2024,Kuehne+Nagel,Southampton,Leeds RDC,07-07-2024,08-07-2024,1.9,Customs Hold,0,363.67
SHP-2151,02-07-2024,Kuehne+Nagel,Hamburg,Manchester DC,05-07-2024,06-07-2024,1.6,Port Congestion,0,663.18
SHP-2152,03-07-2024,XPO Logistics,Hamburg,Birmingham NDC,07-07-2024,07-07-2024,0,On Time,1,0
SHP-2153,03-07-2024,XPO Logistics,Southampton,Birmingham NDC,05-07-2024,05-07-2024,0,On Time,1,0
SHP-2154,03-07-2024,CEVA Logistics,Felixstowe,Doncaster DC,07-07-2024,07-07-2024,0,On Time,1,0
SHP-2155,03-07-2024,Kuehne+Nagel,Felixstowe,Doncaster DC,04-07-2024,04-07-2024,0,On Time,1,0
SHP-2156,03-07-2024,CEVA Logistics,Southampton,Birmingham NDC,07-07-2024,07-07-2024,0.1,On Time,1,24.67
SHP-2157,03-07-2024,Kuehne+Nagel,Southampton,Birmingham NDC,07-07-2024,08-07-2024,1.1,Customs Hold,0,523.8
SHP-2158,03-07-2024,Wincanton,Rotterdam,Doncaster DC,07-07-2024,08-07-2024,1.2,Customs Hold,0,456.29
SHP-2159,04-07-2024,Wincanton,Rotterdam,Leeds RDC,06-07-2024,06-07-2024,0.1,On Time,1,25.76
SHP-2160,04-07-2024,XPO Logistics,Southampton,Doncaster DC,09-07-2024,10-07-2024,1,Port Congestion,1,431.6
SHP-2161,04-07-2024,CEVA Logistics,Rotterdam,Manchester DC,09-07-2024,09-07-2024,0.7,Weather Disruption,1,238.81
SHP-2162,04-07-2024,XPO Logistics,Southampton,Manchester DC,05-07-2024,06-07-2024,1.8,Carrier Delay,0,596.27
SHP-2163,04-07-2024,CEVA Logistics,Southampton,Manchester DC,08-07-2024,08-07-2024,0,On Time,1,0
SHP-2164,04-07-2024,Kuehne+Nagel,Southampton,Manchester DC,07-07-2024,07-07-2024,0,On Time,1,0
SHP-2165,04-07-2024,Kuehne+Nagel,Hamburg,Manchester DC,07-07-2024,07-07-2024,0.3,On Time,1,59.07
SHP-2166,05-07-2024,XPO Logistics,Hamburg,Birmingham NDC,07-07-2024,07-07-2024,0,On Time,1,0
SHP-2167,05-07-2024,DHL Supply Chain,Rotterdam,Manchester DC,07-07-2024,07-07-2024,0,On Time,1,0
SHP-2168,05-07-2024,XPO Logistics,Liverpool,Birmingham NDC,08-07-2024,09-07-2024,1.2,Customs Hold,0,537.81
SHP-2169,05-07-2024,Kuehne+Nagel,Liverpool,Leeds RDC,07-07-2024,07-07-2024,0.4,On Time,1,183.19
SHP-2170,05-07-2024,Wincanton,Hamburg,Doncaster DC,06-07-2024,06-07-2024,0.9,Customs Hold,1,293.14
SHP-2171,05-07-2024,DHL Supply Chain,Felixstowe,Manchester DC,07-07-2024,07-07-2024,0.1,On Time,1,31.89
SHP-2172,05-07-2024,DHL Supply Chain,Felixstowe,Leeds RDC,06-07-2024,08-07-2024,2.2,Vehicle Breakdown,0,450.42
SHP-2173,05-07-2024,DHL Supply Chain,Southampton,Manchester DC,10-07-2024,13-07-2024,3.2,Vehicle Breakdown,0,621.5
SHP-2174,05-07-2024,DHL Supply Chain,Felixstowe,Birmingham NDC,06-07-2024,06-07-2024,0,On Time,1,0
SHP-2175,06-07-2024,Wincanton,Southampton,Manchester DC,11-07-2024,11-07-2024,0.2,On Time,1,77.33
SHP-2176,06-07-2024,XPO Logistics,Felixstowe,Manchester DC,08-07-2024,08-07-2024,0.3,On Time,1,92.77
SHP-2177,06-07-2024,XPO Logistics,Hamburg,Manchester DC,07-07-2024,07-07-2024,0.1,On Time,1,12.07
SHP-2178,06-07-2024,Wincanton,Felixstowe,Leeds RDC,09-07-2024,09-07-2024,0,On Time,1,0
SHP-2179,07-07-2024,CEVA Logistics,Hamburg,Leeds RDC,08-07-2024,09-07-2024,1.6,Port Congestion,0,564.68
SHP-2180,08-07-2024,DHL Supply Chain,Felixstowe,Birmingham NDC,12-07-2024,12-07-2024,0,On Time,1,0
SHP-2181,08-07-2024,XPO Logistics,Felixstowe,Doncaster DC,11-07-2024,11-07-2024,0,On Time,1,0
SHP-2182,08-07-2024,DHL Supply Chain,Liverpool,Birmingham NDC,12-07-2024,12-07-2024,0.4,On Time,1,48.8
SHP-2183,08-07-2024,Kuehne+Nagel,Felixstowe,Manchester DC,10-07-2024,11-07-2024,1.4,Port Congestion,0,638.55
SHP-2184,08-07-2024,Wincanton,Southampton,Birmingham NDC,10-07-2024,10-07-2024,0.1,On Time,1,24.8
SHP-2185,08-07-2024,DHL Supply Chain,Felixstowe,Leeds RDC,12-07-2024,12-07-2024,0,On Time,1,0
SHP-2186,08-07-2024,DHL Supply Chain,Hamburg,Birmingham NDC,13-07-2024,15-07-2024,2.4,Port Congestion,0,327.21
SHP-2187,08-07-2024,CEVA Logistics,Hamburg,Birmingham NDC,09-07-2024,09-07-2024,0,On Time,1,0
SHP-2188,08-07-2024,Wincanton,Rotterdam,Birmingham NDC,10-07-2024,10-07-2024,0,On Time,1,0
SHP-2189,08-07-2024,XPO Logistics,Felixstowe,Leeds RDC,13-07-2024,14-07-2024,1.5,Documentation Error,0,185.03
SHP-2190,08-07-2024,Kuehne+Nagel,Southampton,Doncaster DC,13-07-2024,13-07-2024,0,On Time,1,0
SHP-2191,09-07-2024,CEVA Logistics,Southampton,Manchester DC,10-07-2024,10-07-2024,0.6,Documentation Error,1,93.19
SHP-2192,09-07-2024,XPO Logistics,Hamburg,Birmingham NDC,13-07-2024,13-07-2024,0,On Time,1,0
SHP-2193,09-07-2024,Kuehne+Nagel,Liverpool,Doncaster DC,13-07-2024,13-07-2024,0,On Time,1,0
SHP-2194,09-07-2024,Wincanton,Liverpool,Birmingham NDC,12-07-2024,12-07-2024,0.2,On Time,1,61.41
SHP-2195,09-07-2024,CEVA Logistics,Liverpool,Leeds RDC,12-07-2024,13-07-2024,1.8,Driver Shortage,0,265.1
SHP-2196,10-07-2024,XPO Logistics,Felixstowe,Manchester DC,15-07-2024,15-07-2024,0,On Time,1,0
SHP-2197,10-07-2024,Wincanton,Felixstowe,Manchester DC,14-07-2024,15-07-2024,1.2,Carrier Delay,0,174.41
SHP-2198,10-07-2024,Kuehne+Nagel,Rotterdam,Doncaster DC,11-07-2024,11-07-2024,0.1,On Time,1,21.85
SHP-2199,10-07-2024,CEVA Logistics,Hamburg,Birmingham NDC,11-07-2024,11-07-2024,0,On Time,1,0
SHP-2200,10-07-2024,CEVA Logistics,Liverpool,Manchester DC,15-07-2024,15-07-2024,0,On Time,1,0
SHP-2201,11-07-2024,XPO Logistics,Felixstowe,Birmingham NDC,14-07-2024,14-07-2024,0.5,On Time,1,177
SHP-2202,11-07-2024,Wincanton,Hamburg,Leeds RDC,16-07-2024,17-07-2024,1.6,Weather Disruption,0,454.44
SHP-2203,11-07-2024,DHL Supply Chain,Southampton,Leeds RDC,15-07-2024,17-07-2024,2.2,Carrier Delay,0,905.83
SHP-2204,11-07-2024,DHL Supply Chain,Hamburg,Manchester DC,16-07-2024,16-07-2024,0,On Time,1,0
SHP-2205,11-07-2024,XPO Logistics,Felixstowe,Manchester DC,16-07-2024,17-07-2024,1.1,Customs Hold,0,399.8
SHP-2206,11-07-2024,Wincanton,Hamburg,Doncaster DC,13-07-2024,13-07-2024,0,On Time,1,0
SHP-2207,11-07-2024,Wincanton,Southampton,Manchester DC,12-07-2024,13-07-2024,1.2,Weather Disruption,0,572.82
SHP-2208,11-07-2024,XPO Logistics,Southampton,Doncaster DC,16-07-2024,16-07-2024,0.7,Documentation Error,1,120.01
SHP-2209,11-07-2024,CEVA Logistics,Hamburg,Birmingham NDC,16-07-2024,17-07-2024,1.1,Driver Shortage,0,260.7
SHP-2210,12-07-2024,CEVA Logistics,Rotterdam,Manchester DC,14-07-2024,14-07-2024,0,On Time,1,0
SHP-2211,12-07-2024,XPO Logistics,Hamburg,Manchester DC,15-07-2024,15-07-2024,0.8,Customs Hold,1,268.55
SHP-2212,12-07-2024,XPO Logistics,Liverpool,Manchester DC,15-07-2024,15-07-2024,0,On Time,1,0
SHP-2213,12-07-2024,XPO Logistics,Rotterdam,Leeds RDC,17-07-2024,18-07-2024,1.6,Port Congestion,0,655.52
SHP-2214,12-07-2024,Wincanton,Felixstowe,Birmingham NDC,15-07-2024,15-07-2024,0,On Time,1,0
SHP-2215,12-07-2024,DHL Supply Chain,Hamburg,Leeds RDC,15-07-2024,15-07-2024,0,On Time,1,0
SHP-2216,13-07-2024,Kuehne+Nagel,Rotterdam,Doncaster DC,16-07-2024,18-07-2024,2.6,Documentation Error,0,648.07
SHP-2217,13-07-2024,XPO Logistics,Southampton,Birmingham NDC,15-07-2024,15-07-2024,0,On Time,1,0
SHP-2218,14-07-2024,Kuehne+Nagel,Hamburg,Manchester DC,15-07-2024,15-07-2024,0,On Time,1,0
SHP-2219,15-07-2024,XPO Logistics,Liverpool,Doncaster DC,19-07-2024,20-07-2024,1,Carrier Delay,1,216.64
SHP-2220,15-07-2024,CEVA Logistics,Southampton,Manchester DC,18-07-2024,18-07-2024,0,On Time,1,0
SHP-2221,15-07-2024,DHL Supply Chain,Liverpool,Manchester DC,19-07-2024,19-07-2024,0,On Time,1,0
SHP-2222,15-07-2024,CEVA Logistics,Felixstowe,Doncaster DC,18-07-2024,20-07-2024,2.2,Carrier Delay,0,734.62
SHP-2223,15-07-2024,XPO Logistics,Felixstowe,Doncaster DC,20-07-2024,20-07-2024,0,On Time,1,0
SHP-2224,15-07-2024,Wincanton,Southampton,Doncaster DC,16-07-2024,17-07-2024,1,Weather Disruption,1,268.25
SHP-2225,16-07-2024,Wincanton,Felixstowe,Birmingham NDC,19-07-2024,19-07-2024,0.4,On Time,1,119.13
SHP-2226,16-07-2024,XPO Logistics,Hamburg,Doncaster DC,19-07-2024,20-07-2024,1,Documentation Error,1,193.53
SHP-2227,16-07-2024,CEVA Logistics,Felixstowe,Manchester DC,19-07-2024,19-07-2024,0,On Time,1,0
SHP-2228,16-07-2024,CEVA Logistics,Hamburg,Birmingham NDC,19-07-2024,19-07-2024,0,On Time,1,0
SHP-2229,16-07-2024,XPO Logistics,Liverpool,Leeds RDC,18-07-2024,18-07-2024,0,On Time,1,0
SHP-2230,16-07-2024,Wincanton,Rotterdam,Birmingham NDC,21-07-2024,21-07-2024,0.2,On Time,1,34.18
SHP-2231,16-07-2024,CEVA Logistics,Rotterdam,Manchester DC,17-07-2024,17-07-2024,0,On Time,1,0
SHP-2232,16-07-2024,CEVA Logistics,Liverpool,Birmingham NDC,17-07-2024,17-07-2024,0.2,On Time,1,90.29
SHP-2233,16-07-2024,DHL Supply Chain,Southampton,Manchester DC,18-07-2024,18-07-2024,0,On Time,1,0
SHP-2234,16-07-2024,DHL Supply Chain,Liverpool,Birmingham NDC,19-07-2024,19-07-2024,0.6,Documentation Error,1,227.21
SHP-2235,17-07-2024,XPO Logistics,Hamburg,Leeds RDC,18-07-2024,19-07-2024,1.3,Driver Shortage,0,401
SHP-2236,17-07-2024,Wincanton,Southampton,Birmingham NDC,21-07-2024,21-07-2024,0,On Time,1,0
SHP-2237,17-07-2024,DHL Supply Chain,Felixstowe,Manchester DC,21-07-2024,21-07-2024,0.6,Customs Hold,1,170.12
SHP-2238,17-07-2024,Kuehne+Nagel,Southampton,Leeds RDC,19-07-2024,19-07-2024,0.3,On Time,1,39.99
SHP-2239,17-07-2024,Kuehne+Nagel,Liverpool,Leeds RDC,20-07-2024,22-07-2024,2.5,Weather Disruption,0,779.4
SHP-2240,17-07-2024,DHL Supply Chain,Southampton,Manchester DC,19-07-2024,19-07-2024,0.2,On Time,1,71.19
SHP-2241,17-07-2024,Wincanton,Hamburg,Doncaster DC,20-07-2024,21-07-2024,1.4,Weather Disruption,0,362.59
SHP-2242,17-07-2024,XPO Logistics,Felixstowe,Doncaster DC,21-07-2024,21-07-2024,0.9,Customs Hold,1,258.1
SHP-2243,17-07-2024,CEVA Logistics,Liverpool,Leeds RDC,20-07-2024,21-07-2024,1.1,Vehicle Breakdown,0,404.14
SHP-2244,17-07-2024,XPO Logistics,Southampton,Manchester DC,19-07-2024,19-07-2024,0,On Time,1,0
SHP-2245,17-07-2024,Kuehne+Nagel,Liverpool,Doncaster DC,20-07-2024,20-07-2024,0,On Time,1,0
SHP-2246,18-07-2024,XPO Logistics,Southampton,Birmingham NDC,21-07-2024,22-07-2024,1.6,Port Congestion,0,309.45
SHP-2247,18-07-2024,DHL Supply Chain,Rotterdam,Doncaster DC,19-07-2024,20-07-2024,1.9,Port Congestion,0,513.37
SHP-2248,18-07-2024,DHL Supply Chain,Hamburg,Doncaster DC,19-07-2024,21-07-2024,2.9,Vehicle Breakdown,0,782.75
SHP-2249,18-07-2024,CEVA Logistics,Southampton,Doncaster DC,19-07-2024,19-07-2024,0,On Time,1,0
SHP-2250,18-07-2024,XPO Logistics,Rotterdam,Birmingham NDC,20-07-2024,20-07-2024,0.2,On Time,1,65.2
SHP-2251,18-07-2024,CEVA Logistics,Hamburg,Leeds RDC,20-07-2024,20-07-2024,0,On Time,1,0
SHP-2252,18-07-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,22-07-2024,25-07-2024,3,Carrier Delay,0,1319.96
SHP-2253,18-07-2024,CEVA Logistics,Felixstowe,Doncaster DC,21-07-2024,22-07-2024,1.7,Carrier Delay,0,501.4
SHP-2254,18-07-2024,Wincanton,Rotterdam,Manchester DC,19-07-2024,19-07-2024,0,On Time,1,0
SHP-2255,18-07-2024,DHL Supply Chain,Southampton,Manchester DC,22-07-2024,25-07-2024,3.1,Customs Hold,0,968.57
SHP-2256,18-07-2024,Kuehne+Nagel,Rotterdam,Leeds RDC,23-07-2024,23-07-2024,0.6,Vehicle Breakdown,1,208.09
SHP-2257,19-07-2024,Kuehne+Nagel,Rotterdam,Birmingham NDC,21-07-2024,21-07-2024,0,On Time,1,0
SHP-2258,19-07-2024,DHL Supply Chain,Felixstowe,Manchester DC,22-07-2024,22-07-2024,0,On Time,1,0
SHP-2259,19-07-2024,Wincanton,Southampton,Birmingham NDC,21-07-2024,21-07-2024,0.3,On Time,1,97.3
SHP-2260,19-07-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,21-07-2024,21-07-2024,0.8,Driver Shortage,1,220.1
SHP-2261,19-07-2024,Wincanton,Liverpool,Birmingham NDC,23-07-2024,23-07-2024,0.3,On Time,1,106.14
SHP-2262,19-07-2024,DHL Supply Chain,Southampton,Manchester DC,21-07-2024,21-07-2024,0.2,On Time,1,77.78
SHP-2263,20-07-2024,Kuehne+Nagel,Rotterdam,Birmingham NDC,25-07-2024,26-07-2024,1.3,Carrier Delay,0,280.07
SHP-2264,21-07-2024,Wincanton,Felixstowe,Birmingham NDC,24-07-2024,24-07-2024,0.2,On Time,1,25.44
SHP-2265,21-07-2024,DHL Supply Chain,Liverpool,Leeds RDC,25-07-2024,27-07-2024,2.8,Weather Disruption,0,1158.75
SHP-2266,22-07-2024,Kuehne+Nagel,Liverpool,Birmingham NDC,25-07-2024,27-07-2024,2,Weather Disruption,0,262.36
SHP-2267,22-07-2024,DHL Supply Chain,Rotterdam,Manchester DC,27-07-2024,27-07-2024,0,On Time,1,0
SHP-2268,22-07-2024,XPO Logistics,Liverpool,Leeds RDC,24-07-2024,25-07-2024,1.8,Port Congestion,0,442.98
SHP-2269,22-07-2024,Kuehne+Nagel,Felixstowe,Birmingham NDC,26-07-2024,27-07-2024,1.5,Driver Shortage,0,535.03
SHP-2270,23-07-2024,DHL Supply Chain,Liverpool,Manchester DC,28-07-2024,28-07-2024,0.4,On Time,1,52.64
SHP-2271,23-07-2024,DHL Supply Chain,Liverpool,Doncaster DC,26-07-2024,27-07-2024,1.4,Weather Disruption,0,630.67
SHP-2272,23-07-2024,Wincanton,Southampton,Manchester DC,25-07-2024,25-07-2024,0,On Time,1,0
SHP-2273,23-07-2024,DHL Supply Chain,Southampton,Birmingham NDC,27-07-2024,27-07-2024,0,On Time,1,0
SHP-2274,24-07-2024,XPO Logistics,Southampton,Manchester DC,28-07-2024,30-07-2024,2.3,Carrier Delay,0,852.11
SHP-2275,24-07-2024,DHL Supply Chain,Southampton,Manchester DC,28-07-2024,28-07-2024,0,On Time,1,0
SHP-2276,24-07-2024,Kuehne+Nagel,Southampton,Doncaster DC,29-07-2024,29-07-2024,0,On Time,1,0
SHP-2277,24-07-2024,XPO Logistics,Rotterdam,Doncaster DC,28-07-2024,28-07-2024,0,On Time,1,0
SHP-2278,24-07-2024,XPO Logistics,Southampton,Birmingham NDC,29-07-2024,29-07-2024,0,On Time,1,0
SHP-2279,24-07-2024,Wincanton,Southampton,Doncaster DC,29-07-2024,30-07-2024,1.2,Carrier Delay,0,250.26
SHP-2280,24-07-2024,CEVA Logistics,Southampton,Birmingham NDC,29-07-2024,29-07-2024,0,On Time,1,0
SHP-2281,25-07-2024,DHL Supply Chain,Hamburg,Manchester DC,27-07-2024,27-07-2024,0,On Time,1,0
SHP-2282,25-07-2024,DHL Supply Chain,Hamburg,Manchester DC,30-07-2024,30-07-2024,0,On Time,1,0
SHP-2283,25-07-2024,DHL Supply Chain,Rotterdam,Manchester DC,29-07-2024,29-07-2024,0,On Time,1,0
SHP-2284,25-07-2024,Kuehne+Nagel,Felixstowe,Manchester DC,27-07-2024,27-07-2024,0,On Time,1,0
SHP-2285,25-07-2024,Kuehne+Nagel,Southampton,Birmingham NDC,28-07-2024,29-07-2024,1.3,Customs Hold,0,351.5
SHP-2286,25-07-2024,CEVA Logistics,Rotterdam,Leeds RDC,29-07-2024,30-07-2024,1.2,Vehicle Breakdown,0,359.67
SHP-2287,25-07-2024,DHL Supply Chain,Rotterdam,Leeds RDC,28-07-2024,29-07-2024,1.7,Customs Hold,0,253.9
SHP-2288,25-07-2024,DHL Supply Chain,Southampton,Leeds RDC,30-07-2024,30-07-2024,0,On Time,1,0
SHP-2289,25-07-2024,DHL Supply Chain,Hamburg,Leeds RDC,30-07-2024,30-07-2024,0,On Time,1,0
SHP-2290,26-07-2024,CEVA Logistics,Hamburg,Manchester DC,27-07-2024,28-07-2024,1.9,Port Congestion,0,642.44
SHP-2291,26-07-2024,CEVA Logistics,Hamburg,Leeds RDC,30-07-2024,31-07-2024,1.3,Documentation Error,0,415.11
SHP-2292,26-07-2024,Wincanton,Felixstowe,Birmingham NDC,27-07-2024,27-07-2024,0,On Time,1,0
SHP-2293,26-07-2024,CEVA Logistics,Southampton,Manchester DC,30-07-2024,31-07-2024,1.9,Driver Shortage,0,303.79
SHP-2294,26-07-2024,Kuehne+Nagel,Liverpool,Birmingham NDC,31-07-2024,31-07-2024,0,On Time,1,0
SHP-2295,26-07-2024,XPO Logistics,Hamburg,Leeds RDC,30-07-2024,30-07-2024,0,On Time,1,0
SHP-2296,26-07-2024,Wincanton,Hamburg,Leeds RDC,30-07-2024,30-07-2024,0,On Time,1,0
SHP-2297,27-07-2024,Wincanton,Felixstowe,Manchester DC,28-07-2024,28-07-2024,0.3,On Time,1,114.36
SHP-2298,28-07-2024,Wincanton,Hamburg,Birmingham NDC,01-08-2024,02-08-2024,1.4,Weather Disruption,0,400.42
SHP-2299,29-07-2024,Kuehne+Nagel,Felixstowe,Manchester DC,01-08-2024,01-08-2024,0,On Time,1,0
SHP-2300,29-07-2024,Wincanton,Liverpool,Manchester DC,30-07-2024,31-07-2024,1.5,Documentation Error,0,290.97
SHP-2301,29-07-2024,CEVA Logistics,Hamburg,Birmingham NDC,03-08-2024,04-08-2024,1.6,Carrier Delay,0,612.94
SHP-2302,29-07-2024,XPO Logistics,Hamburg,Leeds RDC,02-08-2024,02-08-2024,0,On Time,1,0
SHP-2303,29-07-2024,DHL Supply Chain,Southampton,Birmingham NDC,01-08-2024,02-08-2024,1.3,Customs Hold,0,558.37
SHP-2304,29-07-2024,CEVA Logistics,Rotterdam,Manchester DC,02-08-2024,03-08-2024,1.6,Weather Disruption,0,753.39
SHP-2305,29-07-2024,DHL Supply Chain,Southampton,Birmingham NDC,02-08-2024,04-08-2024,2.4,Port Congestion,0,582.37
SHP-2306,29-07-2024,CEVA Logistics,Rotterdam,Birmingham NDC,03-08-2024,03-08-2024,0,On Time,1,0
SHP-2307,29-07-2024,DHL Supply Chain,Hamburg,Manchester DC,01-08-2024,01-08-2024,0,On Time,1,0
SHP-2308,29-07-2024,DHL Supply Chain,Hamburg,Leeds RDC,30-07-2024,31-07-2024,1.1,Vehicle Breakdown,0,409.04
SHP-2309,29-07-2024,XPO Logistics,Rotterdam,Manchester DC,03-08-2024,03-08-2024,0,On Time,1,0
SHP-2310,30-07-2024,Kuehne+Nagel,Hamburg,Leeds RDC,01-08-2024,01-08-2024,0,On Time,1,0
SHP-2311,30-07-2024,DHL Supply Chain,Liverpool,Birmingham NDC,31-07-2024,01-08-2024,1.9,Vehicle Breakdown,0,474.41
SHP-2312,30-07-2024,DHL Supply Chain,Southampton,Birmingham NDC,01-08-2024,01-08-2024,0,On Time,1,0
SHP-2313,30-07-2024,Wincanton,Rotterdam,Manchester DC,04-08-2024,04-08-2024,0.9,Driver Shortage,1,236.79
SHP-2314,30-07-2024,XPO Logistics,Southampton,Manchester DC,01-08-2024,01-08-2024,0.1,On Time,1,42.47
SHP-2315,30-07-2024,XPO Logistics,Liverpool,Birmingham NDC,31-07-2024,31-07-2024,0,On Time,1,0
SHP-2316,31-07-2024,Kuehne+Nagel,Southampton,Manchester DC,03-08-2024,05-08-2024,2.1,Customs Hold,0,840.3
SHP-2317,31-07-2024,Kuehne+Nagel,Southampton,Leeds RDC,02-08-2024,03-08-2024,1.2,Carrier Delay,0,373.97
SHP-2318,31-07-2024,CEVA Logistics,Southampton,Manchester DC,05-08-2024,07-08-2024,2,Carrier Delay,0,611.47
SHP-2319,31-07-2024,CEVA Logistics,Liverpool,Leeds RDC,01-08-2024,03-08-2024,2.7,Driver Shortage,0,397.06
SHP-2320,31-07-2024,CEVA Logistics,Rotterdam,Doncaster DC,03-08-2024,03-08-2024,0,On Time,1,0
SHP-2321,31-07-2024,CEVA Logistics,Felixstowe,Leeds RDC,04-08-2024,04-08-2024,0,On Time,1,0
SHP-2322,31-07-2024,DHL Supply Chain,Southampton,Doncaster DC,01-08-2024,01-08-2024,0,On Time,1,0
SHP-2323,31-07-2024,Kuehne+Nagel,Rotterdam,Birmingham NDC,04-08-2024,04-08-2024,0.9,Port Congestion,1,426.86
SHP-2324,31-07-2024,CEVA Logistics,Liverpool,Leeds RDC,05-08-2024,06-08-2024,1.6,Customs Hold,0,261.92
SHP-2325,31-07-2024,XPO Logistics,Felixstowe,Doncaster DC,05-08-2024,05-08-2024,0.4,On Time,1,175.04
SHP-2326,01-08-2024,CEVA Logistics,Liverpool,Doncaster DC,06-08-2024,06-08-2024,0.4,On Time,1,186.54
SHP-2327,01-08-2024,CEVA Logistics,Liverpool,Birmingham NDC,03-08-2024,03-08-2024,0,On Time,1,0
SHP-2328,01-08-2024,XPO Logistics,Rotterdam,Manchester DC,06-08-2024,08-08-2024,2.6,Driver Shortage,0,1109.57
SHP-2329,01-08-2024,CEVA Logistics,Felixstowe,Leeds RDC,03-08-2024,05-08-2024,2.5,Documentation Error,0,1175.75
SHP-2330,01-08-2024,Wincanton,Rotterdam,Birmingham NDC,06-08-2024,07-08-2024,1.2,Driver Shortage,0,164.99
SHP-2331,01-08-2024,XPO Logistics,Hamburg,Birmingham NDC,05-08-2024,05-08-2024,0.7,Customs Hold,1,286.83
