date,warehouse_id,shift,inbound_units,outbound_units,headcount,labour_hours,cost_per_unit_gbp,total_cost_gbp,throughput_rate
01-04-2024,WH-DON-02,Day,641,658,46,359.1,2.136,1405.49,1.83
01-04-2024,WH-DON-02,Night,606,537,30,220.9,1.942,1042.85,2.43
01-04-2024,WH-DON-02,Twilight,627,629,15,85.2,3.271,2057.46,7.38
01-04-2024,WH-LEE-01,Day,701,726,45,343.7,2.333,1693.76,2.11
01-04-2024,WH-LEE-01,Night,584,611,19,140.7,3.139,1917.93,4.34
01-04-2024,WH-LEE-01,Twilight,574,500,24,137.7,1.948,974,3.63
02-04-2024,WH-DON-01,Day,880,793,25,185.7,2.891,2292.56,4.27
02-04-2024,WH-DON-01,Night,937,967,18,140,2.982,2883.59,6.91
02-04-2024,WH-DON-01,Twilight,940,776,17,100,2.471,1917.5,7.76
02-04-2024,WH-DON-02,Day,684,690,47,372.7,2.323,1602.87,1.85
02-04-2024,WH-DON-02,Night,540,513,29,231.9,2.302,1180.93,2.21
02-04-2024,WH-DON-02,Twilight,620,597,22,125.4,2.335,1393.99,4.76
02-04-2024,WH-LEE-01,Day,600,629,38,283.2,2.64,1660.56,2.22
02-04-2024,WH-LEE-01,Night,540,583,21,157.3,3.35,1953.05,3.71
02-04-2024,WH-LEE-01,Twilight,610,629,24,138.2,2.807,1765.6,4.55
03-04-2024,WH-DON-01,Day,979,1030,36,281.4,2.683,2763.49,3.66
03-04-2024,WH-DON-01,Night,861,783,24,185.4,3.146,2463.32,4.22
03-04-2024,WH-DON-01,Twilight,993,837,14,80.9,3.3,2762.1,10.35
03-04-2024,WH-DON-02,Day,588,510,44,332.8,3.277,1671.27,1.53
03-04-2024,WH-DON-02,Night,621,622,24,178.6,2.204,1370.89,3.48
03-04-2024,WH-DON-02,Twilight,684,692,20,115.5,3.28,2269.76,5.99
03-04-2024,WH-LEE-01,Day,659,701,26,192.9,2.512,1760.91,3.63
03-04-2024,WH-LEE-01,Night,644,710,27,213.1,2.121,1505.91,3.33
03-04-2024,WH-LEE-01,Twilight,658,639,18,102.8,2.56,1635.84,6.22
04-04-2024,WH-DON-01,Day,866,788,25,186.5,2.324,1831.31,4.23
04-04-2024,WH-DON-01,Night,987,991,23,181.5,2.632,2608.31,5.46
04-04-2024,WH-DON-01,Twilight,920,896,27,150,2.781,2491.78,5.97
04-04-2024,WH-DON-02,Day,586,612,38,292.2,2.328,1424.74,2.09
04-04-2024,WH-DON-02,Night,664,686,20,157.3,2.541,1743.13,4.36
04-04-2024,WH-DON-02,Twilight,551,581,28,157.3,2.451,1424.03,3.69
04-04-2024,WH-LEE-01,Day,669,670,25,198.8,3.35,2244.5,3.37
04-04-2024,WH-LEE-01,Night,605,555,23,182.5,2.568,1425.24,3.04
04-04-2024,WH-LEE-01,Twilight,616,604,27,158.8,1.99,1201.96,3.8
05-04-2024,WH-DON-01,Day,905,820,26,195.2,3.165,2595.3,4.2
05-04-2024,WH-DON-01,Night,909,939,28,217.7,3.085,2896.82,4.31
05-04-2024,WH-DON-01,Twilight,882,870,28,160,3.293,2864.91,5.44
05-04-2024,WH-DON-02,Day,663,610,47,349.5,3.071,1873.31,1.75
05-04-2024,WH-DON-02,Night,681,622,30,223,2.017,1254.57,2.79
05-04-2024,WH-DON-02,Twilight,589,554,27,161.4,2.788,1544.55,3.43
05-04-2024,WH-LEE-01,Day,614,549,26,203.4,2.314,1270.39,2.7
05-04-2024,WH-LEE-01,Night,710,705,19,151.9,3.065,2160.82,4.64
05-04-2024,WH-LEE-01,Twilight,620,623,14,82.6,2.092,1303.32,7.54
06-04-2024,WH-DON-01,Day,908,814,40,299.5,2.714,2209.2,2.72
06-04-2024,WH-DON-01,Night,834,722,20,155.9,3.32,2397.04,4.63
06-04-2024,WH-DON-02,Day,693,669,37,274.8,2.247,1503.24,2.43
06-04-2024,WH-DON-02,Night,746,665,29,214.4,3.301,2195.16,3.1
06-04-2024,WH-LEE-01,Day,601,565,39,300.2,2.684,1516.46,1.88
06-04-2024,WH-LEE-01,Night,772,679,14,107,2.574,1747.75,6.35
08-04-2024,WH-DON-01,Day,847,810,24,179,2.362,1913.22,4.53
08-04-2024,WH-DON-01,Night,980,963,19,149.2,2.502,2409.43,6.45
08-04-2024,WH-DON-01,Twilight,782,720,21,123.7,2.055,1479.6,5.82
08-04-2024,WH-DON-02,Day,653,664,38,281.3,1.961,1302.1,2.36
08-04-2024,WH-DON-02,Night,711,676,19,143.2,2.807,1897.53,4.72
08-04-2024,WH-DON-02,Twilight,630,647,16,95.5,2.822,1825.83,6.77
08-04-2024,WH-LEE-01,Day,640,677,38,297.7,2.567,1737.86,2.27
08-04-2024,WH-LEE-01,Night,683,634,19,151.2,1.985,1258.49,4.19
08-04-2024,WH-LEE-01,Twilight,603,634,26,153.9,2.505,1588.17,4.12
09-04-2024,WH-DON-01,Day,823,699,31,234.7,2.48,1733.52,2.98
09-04-2024,WH-DON-01,Night,823,802,24,180.1,3.123,2504.65,4.45
09-04-2024,WH-DON-01,Twilight,909,858,21,117.7,3.193,2739.59,7.29
09-04-2024,WH-DON-02,Day,664,632,24,176.8,2.975,1880.2,3.57
09-04-2024,WH-DON-02,Night,648,596,23,176.4,2.728,1625.89,3.38
09-04-2024,WH-DON-02,Twilight,683,654,26,155.3,3.387,2215.1,4.21
09-04-2024,WH-LEE-01,Day,665,605,37,290.8,2.117,1280.79,2.08
09-04-2024,WH-LEE-01,Night,542,457,14,104,2.249,1027.79,4.39
09-04-2024,WH-LEE-01,Twilight,750,674,18,104.7,2.926,1972.12,6.44
10-04-2024,WH-DON-01,Day,884,870,26,193.1,2.53,2201.1,4.51
10-04-2024,WH-DON-01,Night,967,948,20,148.8,2.793,2647.76,6.37
10-04-2024,WH-DON-01,Twilight,842,739,29,163.2,2.25,1662.75,4.53
10-04-2024,WH-DON-02,Day,690,656,45,354.5,2.713,1779.73,1.85
10-04-2024,WH-DON-02,Night,773,804,22,169.2,3.143,2526.97,4.75
10-04-2024,WH-DON-02,Twilight,702,768,24,142.3,1.903,1461.5,5.4
10-04-2024,WH-LEE-01,Day,623,595,43,333.4,2.139,1272.7,1.78
10-04-2024,WH-LEE-01,Night,703,768,14,107.7,3.399,2610.43,7.13
10-04-2024,WH-LEE-01,Twilight,713,601,24,142.9,1.886,1133.49,4.21
11-04-2024,WH-DON-01,Day,853,772,31,240.7,2.968,2291.3,3.21
11-04-2024,WH-DON-01,Night,857,809,20,157.3,3.259,2636.53,5.14
11-04-2024,WH-DON-01,Twilight,762,710,27,152.8,2.156,1530.76,4.65
11-04-2024,WH-DON-02,Day,615,657,32,255.2,3.193,2097.8,2.57
11-04-2024,WH-DON-02,Night,588,591,26,198.1,2.5,1477.5,2.98
11-04-2024,WH-DON-02,Twilight,696,697,18,103,2.677,1865.87,6.77
11-04-2024,WH-LEE-01,Day,708,708,46,345.2,3.067,2171.44,2.05
11-04-2024,WH-LEE-01,Night,719,715,26,196.8,2.918,2086.37,3.63
11-04-2024,WH-LEE-01,Twilight,712,688,29,161.9,2.478,1704.86,4.25
12-04-2024,WH-DON-01,Day,828,835,26,201.2,2.403,2006.51,4.15
12-04-2024,WH-DON-01,Night,953,1006,30,230.7,3.19,3209.14,4.36
12-04-2024,WH-DON-01,Twilight,831,846,22,125.1,2.417,2044.78,6.76
12-04-2024,WH-DON-02,Day,621,553,47,365.1,2.228,1232.08,1.51
12-04-2024,WH-DON-02,Night,695,694,23,182.1,3.098,2150.01,3.81
12-04-2024,WH-DON-02,Twilight,728,745,15,83,3.144,2342.28,8.98
12-04-2024,WH-LEE-01,Day,657,640,27,209.8,2.196,1405.44,3.05
12-04-2024,WH-LEE-01,Night,571,584,19,141.8,2.514,1468.18,4.12
12-04-2024,WH-LEE-01,Twilight,599,550,22,127.8,2.313,1272.15,4.3
13-04-2024,WH-DON-01,Day,851,875,32,238.5,2.525,2209.38,3.67
13-04-2024,WH-DON-01,Night,896,862,23,183.9,2.017,1738.65,4.69
13-04-2024,WH-DON-02,Day,551,544,34,271.7,2.471,1344.22,2
13-04-2024,WH-DON-02,Night,717,706,22,171.1,2.041,1440.95,4.13
13-04-2024,WH-LEE-01,Day,644,598,36,285.9,3.338,1996.12,2.09
13-04-2024,WH-LEE-01,Night,554,467,27,208.1,2.274,1061.96,2.24
15-04-2024,WH-DON-01,Day,925,1001,24,180.8,2.935,2937.93,5.54
15-04-2024,WH-DON-01,Night,824,731,14,107.5,3.09,2258.79,6.8
15-04-2024,WH-DON-01,Twilight,895,861,30,173.3,2.997,2580.42,4.97
15-04-2024,WH-DON-02,Day,632,588,35,259.1,2.927,1721.08,2.27
15-04-2024,WH-DON-02,Night,712,687,19,150.1,2.612,1794.44,4.58
15-04-2024,WH-DON-02,Twilight,560,557,27,160.9,2.986,1663.2,3.46
15-04-2024,WH-LEE-01,Day,648,683,48,371.5,1.887,1288.82,1.84
15-04-2024,WH-LEE-01,Night,605,631,27,199.5,2.859,1804.03,3.16
15-04-2024,WH-LEE-01,Twilight,828,708,25,140.6,2.396,1696.37,5.04
16-04-2024,WH-DON-01,Day,846,746,22,168.6,2.876,2145.5,4.42
16-04-2024,WH-DON-01,Night,876,897,16,125.9,3.011,2700.87,7.12
16-04-2024,WH-DON-01,Twilight,876,802,28,160.8,2.964,2377.13,4.99
16-04-2024,WH-DON-02,Day,622,600,24,180.3,1.988,1192.8,3.33
16-04-2024,WH-DON-02,Night,630,615,17,135.3,3.278,2015.97,4.55
16-04-2024,WH-DON-02,Twilight,590,613,19,109.1,1.906,1168.38,5.62
16-04-2024,WH-LEE-01,Day,629,703,39,299.1,2.084,1465.05,2.35
16-04-2024,WH-LEE-01,Night,576,569,18,137.6,2.188,1244.97,4.14
16-04-2024,WH-LEE-01,Twilight,573,599,23,127.9,3.282,1965.92,4.68
17-04-2024,WH-DON-01,Day,947,890,28,207,2.369,2108.41,4.3
17-04-2024,WH-DON-01,Night,853,893,21,161.5,2.58,2303.94,5.53
17-04-2024,WH-DON-01,Twilight,928,996,20,119.9,2.715,2704.14,8.31
17-04-2024,WH-DON-02,Day,743,658,26,207.6,2.993,1969.39,3.17
17-04-2024,WH-DON-02,Night,654,635,14,105.1,2.047,1299.85,6.04
17-04-2024,WH-DON-02,Twilight,676,638,14,77.6,2.465,1572.67,8.22
17-04-2024,WH-LEE-01,Day,671,670,27,199.1,2.811,1883.37,3.37
17-04-2024,WH-LEE-01,Night,658,694,16,126,3.353,2326.98,5.51
17-04-2024,WH-LEE-01,Twilight,780,809,24,137.6,2.381,1926.23,5.88
18-04-2024,WH-DON-01,Day,947,938,28,222.3,2.061,1933.22,4.22
18-04-2024,WH-DON-01,Night,1008,1003,24,189.4,2.628,2635.88,5.3
18-04-2024,WH-DON-01,Twilight,916,845,14,78.2,2.208,1865.76,10.81
18-04-2024,WH-DON-02,Day,684,698,26,202.8,2.715,1895.07,3.44
18-04-2024,WH-DON-02,Night,620,554,24,181.5,3.343,1852.02,3.05
18-04-2024,WH-DON-02,Twilight,682,727,17,97.8,2.411,1752.8,7.43
18-04-2024,WH-LEE-01,Day,600,586,33,255.8,2.569,1505.43,2.29
18-04-2024,WH-LEE-01,Night,587,583,17,125.5,2.797,1630.65,4.65
18-04-2024,WH-LEE-01,Twilight,642,675,23,133.7,3.377,2279.47,5.05
19-04-2024,WH-DON-01,Day,819,763,36,285.1,2.163,1650.37,2.68
19-04-2024,WH-DON-01,Night,936,934,20,148.2,2.37,2213.58,6.3
19-04-2024,WH-DON-01,Twilight,900,868,23,127.2,2.246,1949.53,6.82
19-04-2024,WH-DON-02,Day,594,469,37,287,2.901,1360.57,1.63
19-04-2024,WH-DON-02,Night,678,671,25,199.2,3.162,2121.7,3.37
19-04-2024,WH-DON-02,Twilight,724,682,14,82,2.09,1425.38,8.32
19-04-2024,WH-LEE-01,Day,607,634,42,321.4,2.686,1702.92,1.97
19-04-2024,WH-LEE-01,Night,578,556,28,217.4,2.293,1274.91,2.56
19-04-2024,WH-LEE-01,Twilight,506,531,14,82.3,3.399,1804.87,6.45
20-04-2024,WH-DON-01,Day,844,710,40,319.8,1.877,1332.67,2.22
20-04-2024,WH-DON-01,Night,878,797,27,212.9,3.151,2511.35,3.74
20-04-2024,WH-DON-02,Day,619,584,25,195.1,2.85,1664.4,2.99
20-04-2024,WH-DON-02,Night,635,635,14,104.3,1.885,1196.97,6.09
20-04-2024,WH-LEE-01,Day,666,649,25,189.2,2.809,1823.04,3.43
20-04-2024,WH-LEE-01,Night,530,455,26,204.5,1.946,885.43,2.22
22-04-2024,WH-DON-01,Day,925,970,47,368.5,2.097,2034.09,2.63
22-04-2024,WH-DON-01,Night,946,962,29,216.4,1.971,1896.1,4.45
22-04-2024,WH-DON-01,Twilight,987,938,21,120.3,3.334,3127.29,7.8
22-04-2024,WH-DON-02,Day,641,685,22,165.6,2.036,1394.66,4.14
22-04-2024,WH-DON-02,Night,684,725,22,172.9,3.127,2267.07,4.19
22-04-2024,WH-DON-02,Twilight,666,700,16,92.7,2.518,1762.6,7.55
22-04-2024,WH-LEE-01,Day,524,558,44,351.5,2.217,1237.09,1.59
22-04-2024,WH-LEE-01,Night,658,518,20,159,2.366,1225.59,3.26
22-04-2024,WH-LEE-01,Twilight,575,481,16,95,2.286,1099.57,5.06
23-04-2024,WH-DON-01,Day,778,684,48,363.6,2.726,1864.58,1.88
23-04-2024,WH-DON-01,Night,936,960,25,189.8,2.154,2067.84,5.06
23-04-2024,WH-DON-01,Twilight,830,791,26,148.3,2.947,2331.08,5.33
23-04-2024,WH-DON-02,Day,750,693,39,288.8,2.527,1751.21,2.4
23-04-2024,WH-DON-02,Night,624,670,22,167.1,2.27,1520.9,4.01
23-04-2024,WH-DON-02,Twilight,626,661,26,149.2,2.75,1817.75,4.43
23-04-2024,WH-LEE-01,Day,569,593,40,316.9,2.266,1343.74,1.87
23-04-2024,WH-LEE-01,Night,672,641,30,223.5,2.816,1805.06,2.87
23-04-2024,WH-LEE-01,Twilight,736,705,20,113.5,1.912,1347.96,6.21
24-04-2024,WH-DON-01,Day,936,959,30,222.6,2.499,2396.54,4.31
24-04-2024,WH-DON-01,Night,905,871,28,216.4,2.392,2083.43,4.02
24-04-2024,WH-DON-01,Twilight,880,828,14,83.5,3.161,2617.31,9.92
24-04-2024,WH-DON-02,Day,651,674,31,240,2.118,1427.53,2.81
24-04-2024,WH-DON-02,Night,714,671,24,190.2,2.661,1785.53,3.53
24-04-2024,WH-DON-02,Twilight,651,663,18,100.8,1.858,1231.85,6.58
24-04-2024,WH-LEE-01,Day,615,586,38,283,2.056,1204.82,2.07
24-04-2024,WH-LEE-01,Night,587,539,19,140.1,3.083,1661.74,3.85
24-04-2024,WH-LEE-01,Twilight,650,748,18,100.2,2.795,2090.66,7.47
25-04-2024,WH-DON-01,Day,991,852,40,308.5,3.234,2755.37,2.76
25-04-2024,WH-DON-01,Night,941,805,28,215.9,2.438,1962.59,3.73
25-04-2024,WH-DON-01,Twilight,799,826,15,84.4,3.3,2725.8,9.79
25-04-2024,WH-DON-02,Day,743,781,42,318.1,2.382,1860.34,2.46
25-04-2024,WH-DON-02,Night,625,542,27,214.1,2.625,1422.75,2.53
25-04-2024,WH-DON-02,Twilight,705,809,18,106.1,1.939,1568.65,7.62
25-04-2024,WH-LEE-01,Day,669,675,37,274.1,1.903,1284.53,2.46
25-04-2024,WH-LEE-01,Night,610,610,29,230.6,2.164,1320.04,2.65
25-04-2024,WH-LEE-01,Twilight,617,593,15,84,2.492,1477.76,7.06
26-04-2024,WH-DON-01,Day,916,900,36,274.1,2.092,1882.8,3.28
26-04-2024,WH-DON-01,Night,848,774,24,184.7,3.306,2558.84,4.19
26-04-2024,WH-DON-01,Twilight,872,964,22,131.6,2.254,2172.86,7.33
26-04-2024,WH-DON-02,Day,512,548,45,340,3.006,1647.29,1.61
26-04-2024,WH-DON-02,Night,575,526,19,143,2.779,1461.75,3.68
26-04-2024,WH-DON-02,Twilight,634,593,23,136,2.71,1607.03,4.36
26-04-2024,WH-LEE-01,Day,674,657,48,362.6,2.503,1644.47,1.81
26-04-2024,WH-LEE-01,Night,752,652,29,219.2,2.821,1839.29,2.97
26-04-2024,WH-LEE-01,Twilight,585,649,20,117,2.203,1429.75,5.55
27-04-2024,WH-DON-01,Day,866,838,40,295.4,2.173,1820.97,2.84
27-04-2024,WH-DON-01,Night,905,942,16,124.6,3.373,3177.37,7.56
27-04-2024,WH-DON-02,Day,673,644,41,310.5,1.997,1286.07,2.07
27-04-2024,WH-DON-02,Night,590,572,27,207.5,2.286,1307.59,2.76
27-04-2024,WH-LEE-01,Day,735,719,26,193.6,2.11,1517.09,3.71
27-04-2024,WH-LEE-01,Night,665,664,29,219.1,2.163,1436.23,3.03
29-04-2024,WH-DON-01,Day,938,803,28,220.2,3.12,2505.36,3.65
29-04-2024,WH-DON-01,Night,895,880,23,171.4,2.419,2128.72,5.13
29-04-2024,WH-DON-01,Twilight,862,855,23,133.7,3.176,2715.48,6.39
29-04-2024,WH-DON-02,Day,640,651,43,343.8,3.096,2015.5,1.89
29-04-2024,WH-DON-02,Night,602,552,17,133.3,2.859,1578.17,4.14
29-04-2024,WH-DON-02,Twilight,664,642,23,127.8,2.917,1872.71,5.02
29-04-2024,WH-LEE-01,Day,691,685,26,193.2,3.262,2234.47,3.55
29-04-2024,WH-LEE-01,Night,690,712,19,144.3,2.378,1693.14,4.93
29-04-2024,WH-LEE-01,Twilight,674,737,26,151.8,3.301,2432.84,4.86
30-04-2024,WH-DON-01,Day,946,1018,24,178.6,2.099,2136.78,5.7
30-04-2024,WH-DON-01,Night,862,938,27,216,2.972,2787.74,4.34
30-04-2024,WH-DON-01,Twilight,896,898,23,133.2,2.922,2623.96,6.74
30-04-2024,WH-DON-02,Day,657,573,38,294.9,1.941,1112.19,1.94
30-04-2024,WH-DON-02,Night,583,525,20,147.6,2.74,1438.5,3.56
30-04-2024,WH-DON-02,Twilight,588,646,30,172,2.365,1527.79,3.76
30-04-2024,WH-LEE-01,Day,558,559,30,236,1.979,1106.26,2.37
30-04-2024,WH-LEE-01,Night,695,723,19,150.4,2.321,1678.08,4.81
30-04-2024,WH-LEE-01,Twilight,715,686,17,98.5,2.645,1814.47,6.96
01-05-2024,WH-DON-01,Day,861,908,48,363.6,2.941,2670.43,2.5
01-05-2024,WH-DON-01,Night,968,905,19,149.7,2.066,1869.73,6.05
01-05-2024,WH-DON-01,Twilight,824,866,23,128.5,2.073,1795.22,6.74
01-05-2024,WH-DON-02,Day,654,583,36,282.4,2.234,1302.42,2.06
01-05-2024,WH-DON-02,Night,695,589,28,212.2,2.086,1228.65,2.78
01-05-2024,WH-DON-02,Twilight,646,631,23,135,2.07,1306.17,4.67
01-05-2024,WH-LEE-01,Day,731,696,32,245.1,3.229,2247.38,2.84
01-05-2024,WH-LEE-01,Night,748,700,19,142.9,1.974,1381.8,4.9
01-05-2024,WH-LEE-01,Twilight,592,538,25,145,2.712,1459.06,3.71
02-05-2024,WH-DON-01,Day,849,807,41,303.5,3.017,2434.72,2.66
02-05-2024,WH-DON-01,Night,847,859,21,156.4,2.639,2266.9,5.49
02-05-2024,WH-DON-01,Twilight,889,835,18,105.1,3.064,2558.44,7.94
02-05-2024,WH-DON-02,Day,661,635,31,230.9,2.941,1867.53,2.75
02-05-2024,WH-DON-02,Night,653,652,18,135.8,2.296,1496.99,4.8
02-05-2024,WH-DON-02,Twilight,693,708,18,104.9,3.192,2259.94,6.75
02-05-2024,WH-LEE-01,Day,745,755,29,225.1,2.332,1760.66,3.35
02-05-2024,WH-LEE-01,Night,609,671,17,129.1,3.037,2037.83,5.2
02-05-2024,WH-LEE-01,Twilight,610,678,17,95.8,2.449,1660.42,7.08
03-05-2024,WH-DON-01,Day,857,783,26,205.8,2.66,2082.78,3.8
03-05-2024,WH-DON-01,Night,860,849,28,217.4,2.777,2357.67,3.91
03-05-2024,WH-DON-01,Twilight,967,1068,14,77.9,2.225,2376.3,13.71
03-05-2024,WH-DON-02,Day,600,578,23,183.5,2.487,1437.49,3.15
03-05-2024,WH-DON-02,Night,691,765,28,217.9,2.423,1853.6,3.51
03-05-2024,WH-DON-02,Twilight,743,877,29,166.6,2.808,2462.62,5.26
03-05-2024,WH-LEE-01,Day,644,590,46,363.4,3.287,1939.33,1.62
03-05-2024,WH-LEE-01,Night,734,740,14,104.8,3.111,2302.14,7.06
03-05-2024,WH-LEE-01,Twilight,628,663,20,116.9,3.034,2011.54,5.67
04-05-2024,WH-DON-01,Day,926,867,37,280.1,2.397,2078.2,3.1
04-05-2024,WH-DON-01,Night,873,798,21,163.8,1.878,1498.64,4.87
04-05-2024,WH-DON-02,Day,669,586,39,311.1,2.371,1389.41,1.88
04-05-2024,WH-DON-02,Night,646,590,28,215.1,3.29,1941.1,2.74
04-05-2024,WH-LEE-01,Day,640,626,22,171.4,2.51,1571.26,3.65
04-05-2024,WH-LEE-01,Night,649,628,27,209.3,3.376,2120.13,3
06-05-2024,WH-DON-01,Day,820,857,35,258.8,2.617,2242.77,3.31
06-05-2024,WH-DON-01,Night,896,923,29,218.2,3.198,2951.75,4.23
06-05-2024,WH-DON-01,Twilight,845,872,25,139.8,3.245,2829.64,6.24
06-05-2024,WH-DON-02,Day,640,584,22,171.6,2.579,1506.14,3.4
06-05-2024,WH-DON-02,Night,636,559,26,195.7,2.919,1631.72,2.86
06-05-2024,WH-DON-02,Twilight,746,724,22,123,3.015,2182.86,5.89
06-05-2024,WH-LEE-01,Day,603,561,39,311.2,3.105,1741.9,1.8
06-05-2024,WH-LEE-01,Night,744,738,19,145,2.401,1771.94,5.09
06-05-2024,WH-LEE-01,Twilight,636,562,23,134.8,3.027,1701.17,4.17
07-05-2024,WH-DON-01,Day,953,979,32,240.9,2.57,2516.03,4.06
07-05-2024,WH-DON-01,Night,978,1029,23,180.7,2.718,2796.82,5.69
07-05-2024,WH-DON-01,Twilight,910,930,24,134.6,3.177,2954.61,6.91
07-05-2024,WH-DON-02,Day,546,492,24,186,3.389,1667.39,2.65
07-05-2024,WH-DON-02,Night,690,757,19,149.3,2.957,2238.45,5.07
07-05-2024,WH-DON-02,Twilight,604,643,27,153.4,1.966,1264.14,4.19
07-05-2024,WH-LEE-01,Day,669,646,37,283,2.688,1736.45,2.28
07-05-2024,WH-LEE-01,Night,622,595,21,167,3.388,2015.86,3.56
07-05-2024,WH-LEE-01,Twilight,639,690,24,137.5,2.377,1640.13,5.02
08-05-2024,WH-DON-01,Day,840,753,36,271.2,2.729,2054.94,2.78
08-05-2024,WH-DON-01,Night,914,940,23,171,2.969,2790.86,5.5
08-05-2024,WH-DON-01,Twilight,832,794,15,83.4,3.161,2509.83,9.52
08-05-2024,WH-DON-02,Day,547,527,23,179.7,3.065,1615.25,2.93
08-05-2024,WH-DON-02,Night,604,551,19,149.9,2.64,1454.64,3.68
08-05-2024,WH-DON-02,Twilight,633,574,22,125.7,2.123,1218.6,4.57
08-05-2024,WH-LEE-01,Day,587,653,41,318.5,2.331,1522.14,2.05
08-05-2024,WH-LEE-01,Night,726,685,26,198.9,3.2,2192,3.44
08-05-2024,WH-LEE-01,Twilight,776,676,25,145.5,2.766,1869.82,4.65
09-05-2024,WH-DON-01,Day,908,797,34,252.3,3.342,2663.57,3.16
09-05-2024,WH-DON-01,Night,1014,863,29,228.9,2.387,2059.98,3.77
09-05-2024,WH-DON-01,Twilight,802,773,30,179.1,2.845,2199.18,4.32
09-05-2024,WH-DON-02,Day,604,611,22,162.9,2.914,1780.45,3.75
09-05-2024,WH-DON-02,Night,709,592,14,108.8,2.677,1584.78,5.44
09-05-2024,WH-DON-02,Twilight,726,748,24,136.3,2.702,2021.1,5.49
09-05-2024,WH-LEE-01,Day,688,638,38,280.4,3.365,2146.87,2.28
09-05-2024,WH-LEE-01,Night,688,627,26,207.1,3.034,1902.32,3.03
09-05-2024,WH-LEE-01,Twilight,730,657,19,106.6,3.162,2077.43,6.16
10-05-2024,WH-DON-01,Day,880,849,39,300,2.502,2124.2,2.83
10-05-2024,WH-DON-01,Night,924,906,25,187.3,3.259,2952.65,4.84
10-05-2024,WH-DON-01,Twilight,862,917,15,88.8,2.965,2718.9,10.33
10-05-2024,WH-DON-02,Day,550,486,29,228.5,2.311,1123.15,2.13
10-05-2024,WH-DON-02,Night,710,747,16,128,2.666,1991.5,5.84
10-05-2024,WH-DON-02,Twilight,550,457,14,80.2,2.75,1256.75,5.7
10-05-2024,WH-LEE-01,Day,626,571,39,293.6,3.189,1820.92,1.94
10-05-2024,WH-LEE-01,Night,650,642,14,107.1,2.187,1404.05,5.99
10-05-2024,WH-LEE-01,Twilight,708,746,17,98,3.25,2424.5,7.61
11-05-2024,WH-DON-01,Day,941,813,36,271.8,2.739,2226.81,2.99
11-05-2024,WH-DON-01,Night,941,833,15,119.1,1.925,1603.53,6.99
11-05-2024,WH-DON-02,Day,632,652,28,207.8,1.954,1274.01,3.14
11-05-2024,WH-DON-02,Night,713,693,19,143,3.049,2112.96,4.85
11-05-2024,WH-LEE-01,Day,629,552,41,306.7,3.254,1796.21,1.8
11-05-2024,WH-LEE-01,Night,648,553,15,119.9,2.882,1593.75,4.61
13-05-2024,WH-DON-01,Day,870,782,47,374.1,3.219,2517.26,2.09
13-05-2024,WH-DON-01,Night,970,885,19,148.1,2.692,2382.42,5.98
13-05-2024,WH-DON-01,Twilight,937,815,14,81.2,2.404,1959.26,10.04
13-05-2024,WH-DON-02,Day,592,496,34,262.9,3.119,1547.02,1.89
13-05-2024,WH-DON-02,Night,695,606,17,127.4,2.316,1403.5,4.76
13-05-2024,WH-DON-02,Twilight,721,677,22,129.2,2.391,1618.71,5.24
13-05-2024,WH-LEE-01,Day,635,539,45,344.7,2.581,1391.16,1.56
13-05-2024,WH-LEE-01,Night,519,526,22,167.2,1.952,1026.75,3.15
13-05-2024,WH-LEE-01,Twilight,634,658,16,95.9,3.01,1980.58,6.86
14-05-2024,WH-DON-01,Day,878,865,31,239.9,2.998,2593.27,3.61
14-05-2024,WH-DON-01,Night,972,943,24,191.2,1.944,1833.19,4.93
14-05-2024,WH-DON-01,Twilight,925,862,21,116.6,1.952,1682.62,7.39
14-05-2024,WH-DON-02,Day,653,659,42,319.7,2.158,1422.12,2.06
14-05-2024,WH-DON-02,Night,575,587,16,119.6,1.996,1171.65,4.91
14-05-2024,WH-DON-02,Twilight,552,525,15,85,2.308,1211.7,6.18
14-05-2024,WH-LEE-01,Day,592,576,22,169.3,2.035,1172.16,3.4
14-05-2024,WH-LEE-01,Night,681,642,23,173.8,3.136,2013.31,3.69
14-05-2024,WH-LEE-01,Twilight,745,687,22,122.7,2.592,1780.7,5.6
15-05-2024,WH-DON-01,Day,946,812,41,327,2.494,2025.13,2.48
15-05-2024,WH-DON-01,Night,1034,1073,27,206,2.202,2362.75,5.21
15-05-2024,WH-DON-01,Twilight,930,902,25,149.9,2.474,2231.55,6.02
15-05-2024,WH-DON-02,Day,650,606,27,207,2.37,1436.22,2.93
15-05-2024,WH-DON-02,Night,591,543,25,193.2,3.385,1838.05,2.81
15-05-2024,WH-DON-02,Twilight,593,549,27,161.8,2.781,1526.77,3.39
15-05-2024,WH-LEE-01,Day,631,662,22,174.7,2.576,1705.31,3.79
15-05-2024,WH-LEE-01,Night,655,622,14,107.4,2.628,1634.62,5.79
15-05-2024,WH-LEE-01,Twilight,556,545,23,134.4,2.193,1195.18,4.06
16-05-2024,WH-DON-01,Day,891,816,28,216.7,3.337,2722.99,3.77
16-05-2024,WH-DON-01,Night,881,937,16,125.4,2.268,2125.12,7.47
16-05-2024,WH-DON-01,Twilight,871,821,15,89.7,2.23,1830.83,9.15
16-05-2024,WH-DON-02,Day,615,646,24,184.1,2.241,1447.69,3.51
