date,warehouse_id,shift,orders_received,orders_fulfilled,fulfillment_rate,pick_accuracy,units_per_hour,dock_to_stock_hrs,sla_met
29-03-2024,WH-DON-02,Twilight,288,274,0.9531,0.9947,107.5,4.36,1
29-03-2024,WH-LEE-01,Day,315,290,0.9209,0.9782,106,3.95,0
29-03-2024,WH-LEE-01,Night,322,298,0.9256,0.99,76.2,1.52,0
29-03-2024,WH-LEE-01,Twilight,279,261,0.9361,0.9931,83.6,2.14,0
30-03-2024,WH-DON-01,Day,459,429,0.935,0.9948,90.1,4.32,0
30-03-2024,WH-DON-01,Night,357,327,0.9161,0.9959,83.3,4.32,0
30-03-2024,WH-DON-02,Day,273,257,0.9424,0.9794,70.5,4.28,0
30-03-2024,WH-DON-02,Night,323,305,0.9448,0.9869,100.7,2.85,0
30-03-2024,WH-LEE-01,Day,325,304,0.9369,0.991,104.6,2.96,0
30-03-2024,WH-LEE-01,Night,297,286,0.9639,0.9711,73.6,3.94,1
01-04-2024,WH-DON-01,Day,406,375,0.9243,0.9924,91,3.95,0
01-04-2024,WH-DON-01,Night,455,438,0.9638,0.9823,103.2,2.58,1
01-04-2024,WH-DON-01,Twilight,441,402,0.9132,0.9766,85.5,1.25,0
01-04-2024,WH-DON-02,Day,285,252,0.8874,0.9885,79.7,3.7,0
01-04-2024,WH-DON-02,Night,361,306,0.849,0.9817,87.1,1.8,0
01-04-2024,WH-DON-02,Twilight,321,285,0.8909,0.9877,83.9,4.4,0
01-04-2024,WH-LEE-01,Day,287,285,0.9946,0.9806,110.4,2.49,1
01-04-2024,WH-LEE-01,Night,337,332,0.988,0.9823,71.6,3.82,1
01-04-2024,WH-LEE-01,Twilight,377,347,0.9212,0.9916,95.7,1.81,0
02-04-2024,WH-DON-01,Day,390,356,0.9132,0.9955,80,3.13,0
02-04-2024,WH-DON-01,Night,452,413,0.9141,0.9989,90.2,3.55,0
02-04-2024,WH-DON-01,Twilight,465,439,0.9454,0.9816,93.7,2.91,0
02-04-2024,WH-DON-02,Day,315,279,0.8887,0.9886,82.2,3.58,0
02-04-2024,WH-DON-02,Night,297,252,0.8496,0.9943,66.4,3.79,0
02-04-2024,WH-DON-02,Twilight,289,245,0.848,0.974,77.3,1.92,0
02-04-2024,WH-LEE-01,Day,307,284,0.9271,0.9907,81.9,1.34,0
02-04-2024,WH-LEE-01,Night,346,329,0.9522,0.9768,101.8,2.39,1
02-04-2024,WH-LEE-01,Twilight,354,349,0.9871,0.9944,99.4,1.74,1
03-04-2024,WH-DON-01,Day,420,385,0.9177,0.9853,102,1.56,0
03-04-2024,WH-DON-01,Night,419,416,0.994,0.9793,81.7,1.56,1
03-04-2024,WH-DON-01,Twilight,441,407,0.9248,0.9721,81.7,4.09,0
03-04-2024,WH-DON-02,Day,291,259,0.8931,0.9723,108,3.59,0
03-04-2024,WH-DON-02,Night,355,307,0.865,0.9833,88.5,4.36,0
03-04-2024,WH-DON-02,Twilight,355,308,0.8681,0.9979,80.8,2.59,0
03-04-2024,WH-LEE-01,Day,340,333,0.9823,0.9934,98.5,4.07,1
03-04-2024,WH-LEE-01,Night,345,315,0.915,0.9974,68.7,2.7,0
03-04-2024,WH-LEE-01,Twilight,340,326,0.9602,0.9935,99.9,1.85,1
04-04-2024,WH-DON-01,Day,399,364,0.9124,0.9902,107.4,4.7,0
04-04-2024,WH-DON-01,Night,439,404,0.9211,0.9968,66.7,2.68,0
04-04-2024,WH-DON-01,Twilight,442,414,0.9367,0.9907,99.9,3.96,0
04-04-2024,WH-DON-02,Day,316,277,0.8796,0.9984,99.5,2.42,0
04-04-2024,WH-DON-02,Night,263,233,0.8863,0.978,76.7,3.63,0
04-04-2024,WH-DON-02,Twilight,303,272,0.8987,0.9866,114.4,1.4,0
04-04-2024,WH-LEE-01,Day,299,293,0.9822,0.9949,108.9,1.47,1
04-04-2024,WH-LEE-01,Night,296,281,0.9518,0.9777,103.4,1.38,1
04-04-2024,WH-LEE-01,Twilight,317,299,0.9443,0.9776,89.6,4.08,0
05-04-2024,WH-DON-01,Day,462,438,0.9481,0.995,89,1.63,0
05-04-2024,WH-DON-01,Night,376,345,0.9187,0.9825,85.7,1.2,0
05-04-2024,WH-DON-01,Twilight,420,385,0.9177,0.9879,97.1,2.3,0
05-04-2024,WH-DON-02,Day,289,261,0.9065,0.9812,70.6,2,0
05-04-2024,WH-DON-02,Night,308,270,0.8792,0.9884,82.1,3.57,0
05-04-2024,WH-DON-02,Twilight,306,261,0.8555,0.9806,107,4.67,0
05-04-2024,WH-LEE-01,Day,295,275,0.9348,0.9856,101,1.36,0
05-04-2024,WH-LEE-01,Night,318,308,0.9709,0.9912,66.5,3.4,1
05-04-2024,WH-LEE-01,Twilight,324,300,0.9259,0.997,86.5,2.85,0
06-04-2024,WH-DON-01,Day,429,394,0.9192,0.9826,111.6,4.21,0
06-04-2024,WH-DON-01,Night,373,358,0.96,0.9926,81.1,3.57,1
06-04-2024,WH-DON-02,Day,325,285,0.8771,0.9724,112,4.22,0
06-04-2024,WH-DON-02,Night,305,267,0.8756,0.9968,69.5,3.28,0
06-04-2024,WH-LEE-01,Day,308,290,0.9429,0.9878,109.5,3.01,0
06-04-2024,WH-LEE-01,Night,294,277,0.9427,0.9984,101.1,3.94,0
08-04-2024,WH-DON-01,Day,408,404,0.9925,0.9837,74.3,2.69,1
08-04-2024,WH-DON-01,Night,496,480,0.9695,0.992,74.7,3.73,1
08-04-2024,WH-DON-01,Twilight,450,445,0.9895,0.9887,77.4,3.45,1
08-04-2024,WH-DON-02,Day,273,235,0.8642,0.9898,114.1,3.54,0
08-04-2024,WH-DON-02,Night,344,296,0.8626,0.9742,76.9,2.93,0
08-04-2024,WH-DON-02,Twilight,300,266,0.8867,0.9827,103.1,4.23,0
08-04-2024,WH-LEE-01,Day,296,289,0.9787,0.9856,69.2,1.72,1
08-04-2024,WH-LEE-01,Night,366,353,0.967,0.9766,94,1.78,1
08-04-2024,WH-LEE-01,Twilight,304,298,0.9813,0.9903,81.9,3.91,1
09-04-2024,WH-DON-01,Day,442,403,0.9127,0.9938,72.8,4.32,0
09-04-2024,WH-DON-01,Night,416,404,0.9731,0.9867,72,4.02,1
09-04-2024,WH-DON-01,Twilight,360,352,0.9779,0.9791,99.2,4.54,1
09-04-2024,WH-DON-02,Day,252,217,0.8619,0.9865,68.6,2.1,0
09-04-2024,WH-DON-02,Night,358,320,0.8947,0.9954,97.4,4.48,0
09-04-2024,WH-DON-02,Twilight,297,260,0.8783,0.9879,104.5,4.67,0
09-04-2024,WH-LEE-01,Day,268,250,0.935,0.976,100.1,1.87,0
09-04-2024,WH-LEE-01,Night,326,307,0.9421,0.983,85.7,1.67,0
09-04-2024,WH-LEE-01,Twilight,341,327,0.9596,0.9781,83.5,3.75,1
10-04-2024,WH-DON-01,Day,429,402,0.9374,0.9724,111.8,3.42,0
10-04-2024,WH-DON-01,Night,434,419,0.9663,0.9847,86.4,2.49,1
10-04-2024,WH-DON-01,Twilight,425,394,0.9287,0.9761,71.2,3.02,0
10-04-2024,WH-DON-02,Day,284,249,0.8776,0.9736,78.4,1.97,0
10-04-2024,WH-DON-02,Night,296,264,0.8927,0.9859,104.5,4.17,0
10-04-2024,WH-DON-02,Twilight,334,280,0.8406,0.9897,88.9,4.46,0
10-04-2024,WH-LEE-01,Day,278,275,0.9915,0.9901,83.1,4.5,1
10-04-2024,WH-LEE-01,Night,282,279,0.9903,0.9818,85,2.22,1
10-04-2024,WH-LEE-01,Twilight,357,336,0.9419,0.9935,88.9,1.36,0
11-04-2024,WH-DON-01,Day,390,384,0.9864,0.9764,92.2,4.61,1
11-04-2024,WH-DON-01,Night,457,436,0.9557,0.9712,64.7,3.61,1
11-04-2024,WH-DON-01,Twilight,485,473,0.9758,0.9952,87.9,1.57,1
11-04-2024,WH-DON-02,Day,264,236,0.8943,0.9891,112.2,3.89,0
11-04-2024,WH-DON-02,Night,299,260,0.8721,0.9803,65.6,1.4,0
11-04-2024,WH-DON-02,Twilight,320,273,0.8559,0.9782,86.2,3.47,0
11-04-2024,WH-LEE-01,Day,273,258,0.9468,0.9715,99.6,3.13,0
11-04-2024,WH-LEE-01,Night,283,275,0.9743,0.9874,91.9,1.46,1
11-04-2024,WH-LEE-01,Twilight,277,273,0.9889,0.974,105,2.28,1
12-04-2024,WH-DON-01,Day,463,438,0.9472,0.9821,99.1,2.91,0
12-04-2024,WH-DON-01,Night,446,426,0.9553,0.9748,78.6,4.07,1
12-04-2024,WH-DON-01,Twilight,346,319,0.9222,0.99,111,4.06,0
12-04-2024,WH-DON-02,Day,288,249,0.8661,0.9976,94,3.2,0
12-04-2024,WH-DON-02,Night,312,273,0.8776,0.9975,74.9,3.89,0
12-04-2024,WH-DON-02,Twilight,312,269,0.8641,0.9826,98.4,3.05,0
12-04-2024,WH-LEE-01,Day,321,314,0.981,0.9764,76.5,4.08,1
12-04-2024,WH-LEE-01,Night,327,321,0.9824,0.9948,101.8,4.78,1
12-04-2024,WH-LEE-01,Twilight,273,255,0.9347,0.9729,72.6,3.81,0
13-04-2024,WH-DON-01,Day,429,408,0.9514,0.9803,74,3.56,1
13-04-2024,WH-DON-01,Night,453,446,0.9865,0.9799,81.2,3.42,1
13-04-2024,WH-DON-02,Day,334,294,0.8809,0.9868,85.1,2.34,0
13-04-2024,WH-DON-02,Night,307,262,0.8555,0.9917,80.5,4.22,0
13-04-2024,WH-LEE-01,Day,311,286,0.9214,0.9915,109.3,2.87,0
13-04-2024,WH-LEE-01,Night,293,280,0.9569,0.9759,87.8,4.23,1
15-04-2024,WH-DON-01,Day,439,431,0.983,0.9749,93.3,2.15,1
15-04-2024,WH-DON-01,Night,429,393,0.9164,0.9715,83.6,1.31,0
15-04-2024,WH-DON-01,Twilight,412,395,0.9595,0.9823,95.7,4.46,1
15-04-2024,WH-DON-02,Day,274,239,0.873,0.9927,85.2,2,0
15-04-2024,WH-DON-02,Night,298,265,0.8913,0.9791,81.8,3.04,0
15-04-2024,WH-DON-02,Twilight,281,252,0.8994,0.9936,96.9,1.8,0
15-04-2024,WH-LEE-01,Day,331,315,0.9537,0.9835,76.4,4.62,1
15-04-2024,WH-LEE-01,Night,267,259,0.9726,0.9845,77.2,1.99,1
15-04-2024,WH-LEE-01,Twilight,243,231,0.9514,0.9728,85.4,1.35,1
16-04-2024,WH-DON-01,Day,437,411,0.9407,0.9842,89.4,1.37,0
16-04-2024,WH-DON-01,Night,483,479,0.9934,0.9801,92,3.08,1
16-04-2024,WH-DON-01,Twilight,447,416,0.9324,0.9862,76.2,3.55,0
16-04-2024,WH-DON-02,Day,260,230,0.8857,0.9944,92.3,2.55,0
16-04-2024,WH-DON-02,Night,340,306,0.9007,0.9846,82.5,3.38,0
16-04-2024,WH-DON-02,Twilight,290,246,0.8497,0.9756,71.6,3.52,0
16-04-2024,WH-LEE-01,Day,314,295,0.9408,0.9911,73.6,2.03,0
16-04-2024,WH-LEE-01,Night,328,321,0.9789,0.9912,82.5,2.92,1
16-04-2024,WH-LEE-01,Twilight,314,307,0.9808,0.9716,70,3.26,1
17-04-2024,WH-DON-01,Day,437,403,0.9237,0.9886,69.8,3.26,0
17-04-2024,WH-DON-01,Night,441,408,0.9253,0.9978,87.5,3.23,0
17-04-2024,WH-DON-01,Twilight,427,389,0.9116,0.9911,99.1,2.22,0
17-04-2024,WH-DON-02,Day,338,304,0.9007,0.9758,107,3.36,0
17-04-2024,WH-DON-02,Night,326,292,0.8974,0.9761,90.1,2.15,0
17-04-2024,WH-DON-02,Twilight,305,268,0.8813,0.9774,86.1,1.59,0
17-04-2024,WH-LEE-01,Day,282,261,0.9272,0.9951,91.7,2.71,0
17-04-2024,WH-LEE-01,Night,317,301,0.9504,0.9882,63.5,4.02,1
17-04-2024,WH-LEE-01,Twilight,320,304,0.9528,0.9743,90.7,1.67,1
18-04-2024,WH-DON-01,Day,375,369,0.9862,0.9927,98.5,3.08,1
18-04-2024,WH-DON-01,Night,385,362,0.9415,0.9722,84.5,2.03,0
18-04-2024,WH-DON-01,Twilight,437,411,0.9424,0.9875,102.8,3.94,0
18-04-2024,WH-DON-02,Day,259,219,0.8468,0.9747,90.4,2.04,0
18-04-2024,WH-DON-02,Night,325,282,0.8686,0.9763,92.2,4.04,0
18-04-2024,WH-DON-02,Twilight,291,246,0.8482,0.9712,98.8,3.68,0
18-04-2024,WH-LEE-01,Day,298,275,0.9232,0.9892,79.9,4.28,0
18-04-2024,WH-LEE-01,Night,336,317,0.946,0.9812,73.7,3.65,0
18-04-2024,WH-LEE-01,Twilight,310,302,0.9766,0.9845,85.4,3.2,1
19-04-2024,WH-DON-01,Day,389,362,0.9316,0.9796,84.2,3.74,0
19-04-2024,WH-DON-01,Night,414,399,0.966,0.9919,81,3.72,1
19-04-2024,WH-DON-01,Twilight,361,333,0.9238,0.977,86.8,2.42,0
19-04-2024,WH-DON-02,Day,265,225,0.8513,0.998,68.2,1.53,0
19-04-2024,WH-DON-02,Night,295,266,0.9048,0.9832,64.6,2,0
19-04-2024,WH-DON-02,Twilight,317,288,0.9089,0.9882,92.5,3.76,0
19-04-2024,WH-LEE-01,Day,314,301,0.9608,0.9975,106.6,3.51,1
19-04-2024,WH-LEE-01,Night,291,281,0.9658,0.9935,74.1,1.32,1
19-04-2024,WH-LEE-01,Twilight,317,304,0.961,0.9854,78.9,1.81,1
20-04-2024,WH-DON-01,Day,441,401,0.91,0.9754,114.9,4.01,0
20-04-2024,WH-DON-01,Night,424,398,0.94,0.9821,86.9,3.06,0
20-04-2024,WH-DON-02,Day,309,265,0.8599,0.9942,111,2.45,0
20-04-2024,WH-DON-02,Night,298,256,0.8594,0.988,70.2,4.55,0
20-04-2024,WH-LEE-01,Day,289,272,0.9446,0.974,71.4,2.26,0
20-04-2024,WH-LEE-01,Night,299,296,0.9905,0.9935,102.8,4.35,1
22-04-2024,WH-DON-01,Day,435,421,0.969,0.998,94.5,3.97,1
22-04-2024,WH-DON-01,Night,383,373,0.9744,0.9979,81.5,2.86,1
22-04-2024,WH-DON-01,Twilight,413,379,0.9199,0.9729,97.8,4.78,0
22-04-2024,WH-DON-02,Day,306,261,0.8561,0.9798,112.9,3.06,0
22-04-2024,WH-DON-02,Night,366,309,0.8465,0.9899,97,1.47,0
22-04-2024,WH-DON-02,Twilight,313,273,0.8734,0.9809,110,2.17,0
22-04-2024,WH-LEE-01,Day,352,347,0.9873,0.985,77.4,3.85,1
22-04-2024,WH-LEE-01,Night,295,290,0.9842,0.9768,70.6,2.1,1
22-04-2024,WH-LEE-01,Twilight,297,272,0.9191,0.9968,99.8,3.59,0
23-04-2024,WH-DON-01,Day,408,392,0.9622,0.9924,93.4,1.35,1
23-04-2024,WH-DON-01,Night,378,359,0.9518,0.9986,100.2,4.33,1
23-04-2024,WH-DON-01,Twilight,424,403,0.9517,0.9986,111.1,2.21,1
23-04-2024,WH-DON-02,Day,316,283,0.8959,0.9844,93.4,3.01,0
23-04-2024,WH-DON-02,Night,348,309,0.888,0.9759,103.6,3.71,0
23-04-2024,WH-DON-02,Twilight,265,226,0.8548,0.9873,83.3,3.41,0
23-04-2024,WH-LEE-01,Day,321,299,0.9321,0.9864,79.1,2.9,0
23-04-2024,WH-LEE-01,Night,288,274,0.9524,0.9769,91.8,2.54,1
23-04-2024,WH-LEE-01,Twilight,291,285,0.9826,0.9788,76.5,1.67,1
24-04-2024,WH-DON-01,Day,400,367,0.9185,0.9786,79.1,2.76,0
24-04-2024,WH-DON-01,Night,410,386,0.9424,0.9751,102.9,1.74,0
24-04-2024,WH-DON-01,Twilight,426,405,0.9525,0.9989,107.9,3.06,1
24-04-2024,WH-DON-02,Day,292,261,0.895,0.9794,94.4,3.24,0
24-04-2024,WH-DON-02,Night,273,244,0.897,0.9843,88.8,2.82,0
24-04-2024,WH-DON-02,Twilight,337,291,0.8653,0.9867,111.8,2.13,0
24-04-2024,WH-LEE-01,Day,325,319,0.9837,0.998,77.4,3.27,1
24-04-2024,WH-LEE-01,Night,311,300,0.9652,0.9759,95.3,2.48,1
24-04-2024,WH-LEE-01,Twilight,293,284,0.9726,0.9959,85.9,2.23,1
25-04-2024,WH-DON-01,Day,389,374,0.9637,0.9751,75.9,4.11,1
25-04-2024,WH-DON-01,Night,397,380,0.9586,0.9948,64.9,1.78,1
25-04-2024,WH-DON-01,Twilight,456,423,0.9294,0.9799,81.7,2.16,0
25-04-2024,WH-DON-02,Day,295,265,0.9004,0.9812,95.6,4.68,0
25-04-2024,WH-DON-02,Night,291,248,0.8529,0.9716,93,3.58,0
25-04-2024,WH-DON-02,Twilight,353,300,0.8517,0.9739,71,4.36,0
25-04-2024,WH-LEE-01,Day,292,279,0.9566,0.9717,86.7,3.95,1
25-04-2024,WH-LEE-01,Night,330,304,0.9232,0.9893,99.8,2.31,0
25-04-2024,WH-LEE-01,Twilight,321,298,0.931,0.979,97.4,1.67,0
26-04-2024,WH-DON-01,Day,423,408,0.9664,0.9951,83.3,2.91,1
26-04-2024,WH-DON-01,Night,413,410,0.9929,0.9861,73.5,2.8,1
26-04-2024,WH-DON-01,Twilight,465,430,0.925,0.9877,97.7,3.49,0
26-04-2024,WH-DON-02,Day,301,263,0.8766,0.9889,82.6,2.45,0
26-04-2024,WH-DON-02,Night,257,222,0.8656,0.9783,74.9,1.2,0
26-04-2024,WH-DON-02,Twilight,296,266,0.8994,0.9806,90.1,1.23,0
26-04-2024,WH-LEE-01,Day,374,355,0.9506,0.9713,88.2,2.25,1
26-04-2024,WH-LEE-01,Night,275,255,0.9297,0.9712,77.9,2.68,0
26-04-2024,WH-LEE-01,Twilight,282,260,0.9239,0.9916,86.3,2.56,0
27-04-2024,WH-DON-01,Day,408,380,0.9324,0.9828,79.3,3.95,0
27-04-2024,WH-DON-01,Night,465,450,0.9682,0.979,93.7,4.11,1
27-04-2024,WH-DON-02,Day,280,251,0.8997,0.9761,81.6,3.49,0
27-04-2024,WH-DON-02,Night,292,249,0.8531,0.9715,64,3.13,0
27-04-2024,WH-LEE-01,Day,293,271,0.9258,0.9739,80.7,3.77,0
27-04-2024,WH-LEE-01,Night,306,282,0.9228,0.9848,76.5,2.32,0
29-04-2024,WH-DON-01,Day,398,389,0.978,0.9989,89.8,4.05,1
29-04-2024,WH-DON-01,Night,392,388,0.9909,0.9726,95.1,1.46,1
29-04-2024,WH-DON-01,Twilight,470,446,0.95,0.9764,107.6,4.14,0
29-04-2024,WH-DON-02,Day,317,271,0.8574,0.9926,88.8,3.86,0
29-04-2024,WH-DON-02,Night,296,258,0.8723,0.9926,84.2,4.74,0
29-04-2024,WH-DON-02,Twilight,265,228,0.8626,0.9886,70,4.57,0
29-04-2024,WH-LEE-01,Day,317,302,0.9543,0.9781,98,1.92,1
29-04-2024,WH-LEE-01,Night,355,329,0.9285,0.9742,88.9,2.37,0
29-04-2024,WH-LEE-01,Twilight,271,250,0.9242,0.9787,73.6,4.04,0
30-04-2024,WH-DON-01,Day,428,417,0.9766,0.9843,96,2.54,1
30-04-2024,WH-DON-01,Night,420,385,0.9176,0.9754,65.8,3.43,0
30-04-2024,WH-DON-01,Twilight,512,493,0.9631,0.9727,98.3,3.72,1
30-04-2024,WH-DON-02,Day,266,225,0.8488,0.9775,114.1,4.04,0
30-04-2024,WH-DON-02,Night,312,266,0.8535,0.9903,77.2,1.69,0
30-04-2024,WH-DON-02,Twilight,255,222,0.874,0.9833,81.9,3.71,0
30-04-2024,WH-LEE-01,Day,317,297,0.9396,0.9915,80.9,4.19,0
30-04-2024,WH-LEE-01,Night,327,322,0.9877,0.9865,64.8,1.76,1
30-04-2024,WH-LEE-01,Twilight,303,285,0.9412,0.971,98,2.56,0
01-05-2024,WH-DON-01,Day,442,409,0.9258,0.9715,108.3,3.99,0
01-05-2024,WH-DON-01,Night,423,408,0.966,0.9861,78.5,3.09,1
01-05-2024,WH-DON-01,Twilight,467,444,0.9523,0.9864,96.8,2.36,1
01-05-2024,WH-DON-02,Day,300,253,0.8447,0.9944,74.1,4.34,0
01-05-2024,WH-DON-02,Night,298,260,0.874,0.9738,86.3,4.21,0
01-05-2024,WH-DON-02,Twilight,289,247,0.8579,0.9813,96.5,1.46,0
01-05-2024,WH-LEE-01,Day,279,275,0.9891,0.9768,91.1,4.4,1
01-05-2024,WH-LEE-01,Night,357,326,0.9152,0.9866,102,2.7,0
01-05-2024,WH-LEE-01,Twilight,335,315,0.9414,0.9908,106.7,2.16,0
02-05-2024,WH-DON-01,Day,431,403,0.9358,0.9974,113.1,1.55,0
02-05-2024,WH-DON-01,Night,422,410,0.9716,0.9859,70,3.09,1
02-05-2024,WH-DON-01,Twilight,420,388,0.9252,0.992,87.5,1.58,0
02-05-2024,WH-DON-02,Day,352,304,0.8651,0.9838,99.3,4.38,0
02-05-2024,WH-DON-02,Night,319,275,0.8636,0.9754,104.6,2.79,0
02-05-2024,WH-DON-02,Twilight,326,281,0.8621,0.9988,83.3,2.54,0
02-05-2024,WH-LEE-01,Day,312,303,0.9717,0.988,94.5,1.97,1
02-05-2024,WH-LEE-01,Night,278,271,0.9751,0.9969,72.7,4.66,1
02-05-2024,WH-LEE-01,Twilight,281,273,0.9717,0.9985,96,3.06,1
03-05-2024,WH-DON-01,Day,429,426,0.9944,0.9795,82.1,2,1
03-05-2024,WH-DON-01,Night,423,414,0.9799,0.9903,73.7,3.19,1
03-05-2024,WH-DON-01,Twilight,415,397,0.9573,0.9969,75.3,1.34,1
03-05-2024,WH-DON-02,Day,299,263,0.8808,0.9775,106.1,1.53,0
03-05-2024,WH-DON-02,Night,322,291,0.9043,0.9916,92.8,4.05,0
03-05-2024,WH-DON-02,Twilight,336,295,0.8803,0.9964,96,2.28,0
03-05-2024,WH-LEE-01,Day,359,348,0.9721,0.9871,71.7,1.4,1
03-05-2024,WH-LEE-01,Night,313,306,0.9795,0.9827,99,4.33,1
03-05-2024,WH-LEE-01,Twilight,282,262,0.9293,0.9893,96.3,1.24,0
04-05-2024,WH-DON-01,Day,425,397,0.9359,0.9722,93.4,1.74,0
04-05-2024,WH-DON-01,Night,390,371,0.9527,0.9772,64,3.83,1
04-05-2024,WH-DON-02,Day,284,248,0.8753,0.9772,81.6,2.62,0
04-05-2024,WH-DON-02,Night,330,279,0.8458,0.987,64,2.64,0
04-05-2024,WH-LEE-01,Day,340,331,0.9758,0.9747,74.3,3.21,1
04-05-2024,WH-LEE-01,Night,328,312,0.9515,0.9893,70.3,3.42,1
06-05-2024,WH-DON-01,Day,417,382,0.9161,0.9927,83.2,4.53,0
06-05-2024,WH-DON-01,Night,397,364,0.9176,0.9898,80,2.45,0
06-05-2024,WH-DON-01,Twilight,402,366,0.9121,0.9795,114.4,3.42,0
06-05-2024,WH-DON-02,Day,346,301,0.871,0.9751,70.1,4.15,0
06-05-2024,WH-DON-02,Night,319,287,0.8997,0.9741,64.2,4.62,0
06-05-2024,WH-DON-02,Twilight,337,303,0.9008,0.994,68.6,3.7,0
06-05-2024,WH-LEE-01,Day,335,305,0.9119,0.9769,93.3,1.93,0
06-05-2024,WH-LEE-01,Night,331,315,0.9545,0.9782,82.5,3.83,1
06-05-2024,WH-LEE-01,Twilight,339,309,0.9116,0.9873,99.2,1.36,0
07-05-2024,WH-DON-01,Day,456,421,0.9245,0.979,105.1,3.42,0
07-05-2024,WH-DON-01,Night,461,419,0.9107,0.9819,73.5,4.27,0
07-05-2024,WH-DON-01,Twilight,434,419,0.9661,0.9952,68.9,4.32,1
07-05-2024,WH-DON-02,Day,297,269,0.9084,0.9738,82.8,4.32,0
07-05-2024,WH-DON-02,Night,292,249,0.853,0.985,81.5,4.53,0
07-05-2024,WH-DON-02,Twilight,332,286,0.8633,0.982,75.4,2.45,0
07-05-2024,WH-LEE-01,Day,313,294,0.9399,0.9885,79.1,4.72,0
07-05-2024,WH-LEE-01,Night,255,245,0.9632,0.9956,100,4.13,1
07-05-2024,WH-LEE-01,Twilight,309,281,0.9125,0.9865,81.2,1.75,0
08-05-2024,WH-DON-01,Day,455,417,0.9175,0.9817,113.1,3.4,0
08-05-2024,WH-DON-01,Night,393,378,0.9632,0.9774,72.2,1.75,1
08-05-2024,WH-DON-01,Twilight,484,453,0.938,0.9862,77.7,1.7,0
08-05-2024,WH-DON-02,Day,297,266,0.896,0.9952,82.5,3.74,0
08-05-2024,WH-DON-02,Night,294,267,0.9083,0.9751,101.8,4.5,0
08-05-2024,WH-DON-02,Twilight,307,269,0.879,0.9976,73.6,2.34,0
08-05-2024,WH-LEE-01,Day,345,336,0.9751,0.9956,87.5,2.68,1
08-05-2024,WH-LEE-01,Night,276,261,0.9477,0.9971,100.1,4.56,0
08-05-2024,WH-LEE-01,Twilight,302,277,0.9191,0.9762,103.8,3.4,0
09-05-2024,WH-DON-01,Day,471,439,0.9327,0.9869,78.9,2.04,0
09-05-2024,WH-DON-01,Night,409,396,0.9685,0.9843,83.4,3.38,1
09-05-2024,WH-DON-01,Twilight,393,381,0.9705,0.9815,108.1,2.97,1
09-05-2024,WH-DON-02,Day,322,287,0.8935,0.9714,80.7,2.69,0
09-05-2024,WH-DON-02,Night,324,294,0.9092,0.9922,64.7,4.54,0
09-05-2024,WH-DON-02,Twilight,370,319,0.8627,0.9838,79.6,2.66,0
09-05-2024,WH-LEE-01,Day,304,277,0.9136,0.9916,85.9,2.33,0
09-05-2024,WH-LEE-01,Night,272,261,0.9605,0.9857,99.3,4.03,1
09-05-2024,WH-LEE-01,Twilight,278,265,0.9543,0.9836,106.9,1.35,1
10-05-2024,WH-DON-01,Day,456,430,0.9436,0.9916,94.2,3.06,0
10-05-2024,WH-DON-01,Night,419,403,0.9636,0.9724,74.3,2.63,1
10-05-2024,WH-DON-01,Twilight,401,380,0.9492,0.9828,96.8,1.4,0
10-05-2024,WH-DON-02,Day,362,307,0.85,0.9942,89.2,3.8,0
10-05-2024,WH-DON-02,Night,349,310,0.8887,0.9748,79.6,2.82,0
10-05-2024,WH-DON-02,Twilight,344,303,0.8813,0.991,77.5,2.84,0
10-05-2024,WH-LEE-01,Day,309,305,0.9871,0.9933,101.8,1.64,1
10-05-2024,WH-LEE-01,Night,356,327,0.9197,0.9836,77.4,3.09,0
10-05-2024,WH-LEE-01,Twilight,270,257,0.9535,0.9976,85.8,2.57,1
11-05-2024,WH-DON-01,Day,455,443,0.9753,0.9965,94.6,3.57,1
11-05-2024,WH-DON-01,Night,455,420,0.9252,0.9909,79.8,2.31,0
11-05-2024,WH-DON-02,Day,358,311,0.8712,0.9885,73.5,1.67,0
11-05-2024,WH-DON-02,Night,322,280,0.8721,0.995,85.1,1.22,0
11-05-2024,WH-LEE-01,Day,350,344,0.985,0.9777,95.7,2.91,1
11-05-2024,WH-LEE-01,Night,299,287,0.961,0.9779,85.3,3.43,1
13-05-2024,WH-DON-01,Day,426,407,0.9574,0.9941,70.3,1.73,1
13-05-2024,WH-DON-01,Night,415,407,0.9826,0.9897,97.7,2.27,1
13-05-2024,WH-DON-01,Twilight,413,408,0.9882,0.9724,87.6,1.84,1
13-05-2024,WH-DON-02,Day,290,255,0.8816,0.993,76.3,2.84,0
13-05-2024,WH-DON-02,Night,273,247,0.9052,0.9736,74.7,2.53,0
13-05-2024,WH-DON-02,Twilight,301,264,0.8785,0.9792,74.3,3.7,0
13-05-2024,WH-LEE-01,Day,317,295,0.9333,0.9858,92.7,3.7,0
13-05-2024,WH-LEE-01,Night,298,289,0.972,0.9886,104.1,2.94,1
13-05-2024,WH-LEE-01,Twilight,300,290,0.9685,0.9971,114.4,2.23,1
14-05-2024,WH-DON-01,Day,399,380,0.9547,0.9989,84.6,1.67,1
14-05-2024,WH-DON-01,Night,403,386,0.9578,0.9856,88.9,2.97,1
14-05-2024,WH-DON-01,Twilight,437,423,0.9702,0.9984,68.1,1.29,1
